GEOID,REPDIST,section,from_total,to_total,count_weight,proportion_weight
6037132101,1028,2756,4259,5626,0.647100258,0.489868468
6037132102,1028,2870,5310,5626,0.540489642,0.510131532
6037127603,1029,2938,2938,5877,1,0.499914923
6037127604,1029,2939,2939,5877,1,0.500085077
6037134901,1031,2085,3069,2085,0.679374389,1
6037133100,1033,5446,5446,5446,1,1
6037132900,1034,3461,3461,3461,1,1
6037132700,1035,4912,4912,4912,1,1
6037132001,1037,1745,3202,2391,0.544971893,0.729820159
6037132002,1037,646,3299,2391,0.195816914,0.270179841
6037127605,1039,3306,3549,6470,0.931530008,0.510973725
6037127606,1039,3164,3164,6470,1,0.489026275
6037139301,1041,3115,4462,3115,0.698117436,1
6037139302,1043,4422,4422,4422,1,1
6037139303,1044,4186,4186,4186,1,1
6037139200,1045,5175,5175,5175,1,1
6037980024,1047,97,186,4864,0.521505376,0.019942434
6037139001,1047,4767,4767,4864,1,0.980057566
6037980024,1049,89,186,89,0.478494624,1
6037137501,1061,27,4124,1808,0.006547042,0.014933628
6037139402,1061,1781,2851,1808,0.62469309,0.985066372
6037139401,1063,2645,2645,3715,1,0.711978466
6037139402,1063,1070,2851,3715,0.37530691,0.288021534
6037139504,1065,3476,3476,8133,1,0.427394565
6037139503,1065,4657,4657,8133,1,0.572605435
6037139600,1067,3892,4633,3892,0.840060436,1
6037139701,1068,379,4920,379,0.07703252,1
6037139502,1075,3007,3007,3007,1,1
6037139600,1077,741,4633,741,0.159939564,1
6037139701,1078,2236,4920,2236,0.454471545,1
6037141400,1079,3371,4412,3371,0.764052584,1
6037139801,1083,3539,3539,3539,1,1
6037139701,1088,2305,4920,2305,0.468495935,1
6037141400,1089,1041,4412,1041,0.235947416,1
6037139802,1091,3865,3865,3865,1,1
6037139703,1094,2943,2943,2943,1,1
6037139702,1097,5655,6250,5655,0.9048,1
6037139702,1098,595,6250,595,0.0952,1
6037141500,1099,2984,2984,2984,1,1
6037980009,1101,11,14,11,0.785714286,1
6037188100,1102,4076,4076,4076,1,1
6037181000,1105,2184,6144,2184,0.35546875,1
6037183221,1107,3118,3118,5394,1,0.578049685
6037183222,1107,2276,3483,5394,0.653459661,0.421950315
6037181000,1109,3960,6144,3960,0.64453125,1
6037181300,1112,49,3629,4704,0.013502342,0.010416667
6037186100,1112,4655,4715,4704,0.987274655,0.989583333
6037181300,1113,3580,3629,3640,0.986497658,0.983516484
6037186100,1113,60,4715,3640,0.012725345,0.016483516
6037181400,1115,4302,4302,4302,1,1
6037183510,1116,2725,2725,2725,1,1
6037183222,1117,48,3483,5919,0.013781223,0.008109478
6037183402,1117,1519,2820,5919,0.538652482,0.256631188
6037181600,1117,4352,4352,5919,1,0.735259334
6037183610,1118,3275,3275,3275,1,1
6037181500,1119,3812,3812,3812,1,1
6037188300,1123,3536,3536,3536,1,1
6037186301,1124,2164,2999,5616,0.721573858,0.385327635
6037186401,1124,3452,3452,5616,1,0.614672365
6037183401,1125,2543,2543,3844,1,0.661550468
6037183402,1125,1301,2820,3844,0.461347518,0.338449532
6037183300,1126,3480,3480,4639,1,0.750161673
6037183222,1126,1159,3483,4639,0.332759116,0.249838327
6037183220,1127,4114,4114,4114,1,1
6037183101,1128,3922,3922,3922,1,1
6037183104,1129,2065,2065,6032,1,0.342340849
6037183103,1129,3967,3967,6032,1,0.657659151
6037188202,1132,2347,2347,5617,1,0.417838704
6037188201,1132,3270,3270,5617,1,0.582161296
6037187101,1133,3235,3235,6485,1,0.498843485
6037187102,1133,3250,3254,6485,0.998770744,0.501156515
6037186302,1134,1,5198,5371,0.000192382,0.000186185
6037186403,1134,2899,2899,5371,1,0.539750512
6037186404,1134,2471,2471,5371,1,0.460063303
6037186301,1135,835,2999,6018,0.278426142,0.138750415
6037186302,1135,5183,5198,6018,0.997114275,0.861249585
6037186202,1136,1974,1974,7992,1,0.246996997
6037186203,1136,2936,2936,7992,1,0.367367367
6037186302,1136,14,5198,7992,0.002693344,0.001751752
6037186201,1136,3068,3068,7992,1,0.383883884
6037183520,1137,3881,3881,3881,1,1
6037183620,1138,3264,3264,3264,1,1
6037183701,1139,3922,3922,3922,1,1
6037189201,1141,3293,3293,6011,1,0.54782898
6037189202,1141,2718,2718,6011,1,0.45217102
6037189102,1142,3096,3096,5839,1,0.530227779
6037189101,1142,2743,2743,5839,1,0.469772221
6037195201,1143,2834,2834,6019,1,0.470842333
6037195202,1143,3185,3185,6019,1,0.529157667
6037195100,1144,4717,4717,4717,1,1
6037187300,1145,2877,3216,3388,0.894589552,0.849173554
6037187200,1145,126,3132,3388,0.040229885,0.037190083
6037197410,1145,385,3704,3388,0.103941685,0.113636364
6037187200,1146,3006,3132,3006,0.959770115,1
6037185204,1147,2091,2091,5291,1,0.395199395
6037185203,1147,3200,3200,5291,1,0.604800605
6037185100,1148,5903,6295,5903,0.937728356,1
6037183810,1149,4369,4369,4369,1,1
6037191201,1151,4591,4591,4591,1,1
6037195300,1152,3203,3203,3203,1,1
6037189300,1153,1178,3077,1178,0.382840429,1
6037187102,1157,4,3254,4,0.001229256,1
6037185202,1158,3712,3712,3712,1,1
6037185100,1159,392,6295,392,0.062271644,1
6037191204,1161,2124,2124,2124,1,1
6037191301,1162,2327,2327,4749,1,0.489997894
6037191302,1162,2422,2422,4749,1,0.510002106
6037191203,1163,2922,2922,2922,1,1
6037183820,1169,3464,3464,3464,1,1
6037195400,1171,4395,4395,4395,1,1
6037195500,1172,4971,4971,4971,1,1
6037187300,1173,339,3216,2730,0.105410448,0.124175824
6037197410,1173,2391,3704,2730,0.645518359,0.875824176
6037197410,1174,891,3704,891,0.240550756,1
6037980010,1175,14,164,51,0.085365854,0.274509804
6037197410,1175,37,3704,51,0.009989201,0.725490196
6037197200,1176,3757,3757,3757,1,1
6037185320,1177,3081,3081,3081,1,1
6037185310,1178,3061,3061,3061,1,1
6037199400,1179,2400,4668,2400,0.514138817,1
6037195600,1181,3340,3340,3340,1,1
6037197420,1183,3509,3509,3509,1,1
6037197300,1184,3909,3909,3909,1,1
6037197700,1185,4,5103,20,0.000783853,0.2
6037980010,1185,16,164,20,0.097560976,0.8
6037980010,1186,1,164,62,0.006097561,0.016129032
6037206010,1186,61,3127,62,0.019507515,0.983870968
6037199000,1189,1069,5066,1069,0.211014607,1
6037197700,1195,91,5103,145,0.017832647,0.627586207
6037980010,1195,54,164,145,0.329268293,0.372413793
6037206010,1199,350,3127,350,0.111928366,1
6037232400,1203,6957,6957,6957,1,1
6037232200,1204,3119,3119,3119,1,1
6037232300,1205,3926,3926,3926,1,1
6037232110,1207,3191,3191,3191,1,1
6037232120,1208,3799,5263,3799,0.721831655,1
6037232120,1209,1464,5263,1464,0.278168345,1
6037234600,1211,5024,5024,5024,1,1
6037232500,1213,4619,4619,4619,1,1
6037232600,1215,6288,6288,6288,1,1
6037232700,1218,4921,5895,4921,0.834775233,1
6037232700,1219,974,5895,974,0.165224767,1
6037235100,1231,4520,4520,4520,1,1
6037234700,1232,3888,3888,3888,1,1
6037237202,1233,2661,4388,2661,0.606426618,1
6037237201,1235,3062,3506,3977,0.873359954,0.769927081
6037237202,1235,915,4388,3977,0.208523245,0.230072919
6037237102,1239,2838,3254,5319,0.872157345,0.53355894
6037237101,1239,2481,3705,5319,0.669635628,0.46644106
6037234902,1241,4005,4005,7004,1,0.571816105
6037234901,1241,2999,2999,7004,1,0.428183895
6037234800,1242,3426,3426,3426,1,1
6037237300,1243,5262,5262,5881,1,0.894745792
6037237202,1243,619,4388,5881,0.141066545,0.105254208
6037237402,1245,3526,3526,8080,1,0.436386139
6037237401,1245,3616,3616,8080,1,0.447524752
6037237201,1245,444,3506,8080,0.126640046,0.054950495
6037237202,1245,193,4388,8080,0.043983592,0.023886139
6037237101,1245,301,3705,8080,0.081241565,0.037252475
6037237500,1248,2675,2675,3598,1,0.743468594
6037237101,1248,923,3705,3598,0.249122807,0.256531406
6037237600,1249,4259,4259,4675,1,0.911016043
6037237102,1249,416,3254,4675,0.127842655,0.088983957
6037235202,1251,4557,4557,4557,1,1
6037235201,1252,2781,2781,2781,1,1
6037237900,1253,3621,3621,3621,1,1
6037237800,1255,4371,4371,4371,1,1
6037237710,1256,3887,3887,4487,1,0.866280366
6037239601,1256,600,3755,4487,0.159786951,0.133719634
6037237720,1257,3153,3153,3748,1,0.841248666
6037239602,1257,595,3313,3748,0.179595533,0.158751334
6037239602,1258,2718,3313,5873,0.820404467,0.462795845
6037239601,1258,3155,3755,5873,0.840213049,0.537204155
6037239501,1259,3454,3454,6826,1,0.506006446
6037239502,1259,3372,3372,6826,1,0.493993554
6037238100,1263,4626,4626,4626,1,1
6037238200,1265,5267,5267,5267,1,1
6037239701,1266,765,4261,5586,0.17953532,0.136949517
6037238310,1266,4821,4821,5586,1,0.863050483
6037239702,1267,616,3927,4397,0.156862745,0.14009552
6037238320,1267,3781,3787,4397,0.998415632,0.85990448
6037239701,1268,3496,4261,6807,0.82046468,0.513588953
6037239702,1268,3311,3927,6807,0.843137255,0.486411047
6037239801,1269,3412,3412,8314,1,0.41039211
6037239802,1269,4902,4902,8314,1,0.58960789
6037238400,1273,4497,4497,4497,1,1
6037238000,1283,4745,5864,4745,0.809174625,1
6037238000,1293,1119,5864,1119,0.190825375,1
6037226002,1303,172,1604,172,0.10723192,1
6037226002,1307,696,1604,696,0.433915212,1
6037206031,1309,304,2957,304,0.102806899,1
6037226001,1313,1823,2068,1943,0.881528046,0.938239835
6037226002,1313,120,1604,1943,0.074812968,0.061760165
6037226001,1317,245,2068,452,0.118471954,0.542035398
6037226002,1317,207,1604,452,0.129052369,0.457964602
6037224020,1321,2080,2789,2080,0.74578702,1
6037226410,1322,3491,3491,3491,1,1
6037226420,1323,4906,4906,4906,1,1
6037227010,1324,3265,4662,3265,0.7003432,1
6037227020,1325,2706,3599,2706,0.751875521,1
6037227020,1326,893,3599,893,0.248124479,1
6037227010,1327,1397,4662,1397,0.2996568,1
6037224600,1331,3425,3425,3425,1,1
6037226700,1333,6170,6170,6170,1,1
6037231100,1341,1481,3350,1481,0.442089552,1
6037228410,1342,3320,3320,4884,1,0.67977068
6037231100,1342,1564,3350,4884,0.466865672,0.32022932
6037228310,1343,4449,4449,4449,1,1
6037228320,1344,3219,3219,3219,1,1
6037228210,1345,3806,3806,3806,1,1
6037228220,1346,4389,4389,4389,1,1
6037228100,1347,4916,4916,4916,1,1
6037231800,1351,5303,5303,5303,1,1
6037228500,1352,5220,5220,5220,1,1
6037228600,1353,5049,5049,5049,1,1
6037228420,1354,3150,3150,3150,1,1
6037231900,1361,5968,5968,5968,1,1
6037229300,1362,5498,5498,5498,1,1
6037229200,1363,4394,4394,4394,1,1
6037228710,1364,4235,4235,4235,1,1
6037228720,1365,4492,4492,4492,1,1
6037228800,1367,5575,5575,5575,1,1
6037232800,1371,3823,3823,3823,1,1
6037229410,1372,3343,3343,3343,1,1
6037229420,1373,4729,4729,4729,1,1
6037229100,1375,4557,4557,4557,1,1
6037228900,1377,3216,3216,3216,1,1
6037239201,1381,764,3562,764,0.214486244,1
6037239202,1383,2336,4724,5017,0.49449619,0.465616903
6037239201,1383,2681,3562,5017,0.752667041,0.534383097
6037239202,1385,2388,4724,2388,0.50550381,1
6037239310,1391,1375,3996,1492,0.344094094,0.921581769
6037239201,1391,117,3562,1492,0.032846715,0.078418231
6037239310,1393,2621,3996,2621,0.655905906,1
6037239320,1394,3444,3444,3444,1,1
6037239330,1395,2879,2879,2879,1,1
6037271300,1401,2751,4506,2751,0.610519308,1
6037271300,1402,1755,4506,1755,0.389480692,1
6037271702,1403,929,4134,1367,0.224721819,0.679590344
6037271701,1403,438,5850,1367,0.074871795,0.320409656
6037269904,1405,385,3902,385,0.09866735,1
6037269903,1406,3650,3650,7167,1,0.509278638
6037269904,1406,3517,3902,7167,0.90133265,0.490721362
6037269905,1407,2423,2423,8062,1,0.30054577
6037269907,1407,2761,2761,8062,1,0.342470851
6037269906,1407,2878,2878,8062,1,0.356983379
6037270100,1408,44,4412,44,0.009972801,1
6037270100,1409,4368,4412,4368,0.990027199,1
6037273402,1411,1,3172,1,0.000315259,1
6037273402,1412,3171,3172,3171,0.999684741,1
6037273300,1413,3695,3695,3695,1,1
6037273200,1414,3711,3711,3711,1,1
6037273100,1415,2197,2197,2197,1,1
6037271400,1416,3391,3391,3391,1,1
6037271500,1424,2937,2937,2937,1,1
6037271600,1425,2708,4475,2708,0.605139665,1
6037271600,1426,1767,4475,1767,0.394860335,1
6037271702,1427,3205,4134,3205,0.775278181,1
6037271701,1428,5412,5850,5412,0.925128205,1
6037273502,1431,2884,2884,2884,1,1
6037273600,1432,2413,2413,2413,1,1
6037273700,1433,2796,2801,2796,0.998214923,1
6037272100,1434,4347,4354,4347,0.998392283,1
6037271901,1435,2024,3087,5901,0.655652737,0.342992713
6037271902,1435,3877,3877,5901,1,0.657007287
6037271901,1436,1063,3087,1063,0.344347263,1
6037271801,1437,3635,3635,3635,1,1
6037271802,1438,5911,5911,5911,1,1
6037273902,1441,4227,4227,4227,1,1
6037273800,1443,3107,3107,3113,1,0.998072599
6037273700,1443,5,2801,3113,0.001785077,0.001606168
6037272100,1443,1,4354,3113,0.000229674,0.000321234
6037274100,1444,4418,4418,4418,1,1
6037272100,1445,6,4354,5795,0.001378043,0.001035375
6037272202,1445,3378,3378,5795,1,0.582916307
6037272201,1445,2411,2411,5795,1,0.416048318
6037272302,1446,4074,4074,4074,1,1
6037272301,1449,2941,2941,2941,1,1
6037274202,1451,23,4337,23,0.005303205,1
6037274202,1452,4314,4337,4314,0.994696795,1
6037275400,1453,3349,3349,3349,1,1
6037275302,1454,4775,4775,4775,1,1
6037275311,1455,4815,4993,4815,0.96435009,1
6037275200,1456,3887,3887,3887,1,1
6037275311,1457,178,4993,2465,0.03564991,0.072210953
6037275500,1457,2287,5207,2465,0.439216439,0.927789047
6037275102,1458,4226,4226,4226,1,1
6037275101,1459,1177,1177,1177,1,1
6037276601,1462,14,3838,14,0.003647733,1
6037275602,1463,2209,6470,2209,0.341421947,1
6037275602,1464,4006,6470,4006,0.619165379,1
6037275500,1465,4,5207,2715,0.000768197,0.001473297
6037275603,1465,2711,2711,2715,1,0.998526703
6037277000,1466,3193,5395,3193,0.5918443,1
6037276000,1467,2059,5396,2059,0.381578947,1
6037275500,1468,2916,5207,2916,0.560015364,1
6037276100,1469,5592,5592,5592,1,1
6037278102,1471,696,3158,696,0.220392654,1
6037278102,1472,2462,3158,2462,0.779607346,1
6037276601,1473,3799,3838,3799,0.989838458,1
6037276500,1474,5020,5063,5020,0.991507012,1
6037276400,1475,4009,4009,4050,1,0.989876543
6037276500,1475,41,5063,4050,0.008097966,0.010123457
6037277000,1476,2202,5395,2202,0.4081557,1
6037276000,1477,3337,5396,3337,0.618421053,1
6037277100,1479,3004,3004,3004,1,1
6037276603,1483,5252,5252,8545,1,0.614628438
6037276604,1483,3268,3983,8545,0.82048707,0.382445875
6037276601,1483,25,3838,8545,0.006513809,0.002925688
6037276500,1484,2,5063,2,0.000395023,1
6037278001,1485,1356,2458,1356,0.551668023,1
6037278001,1486,30,2458,30,0.012205045,1
6037278001,1487,1072,2458,1072,0.436126932,1
6037277200,1488,2490,2490,2490,1,1
6037277400,1489,1533,1533,1533,1,1
6037276604,1494,715,3983,715,0.17951293,1
6037980028,1495,3,4,3,0.75,1
6037980028,1499,1,4,1,0.25,1
6037122000,1501,4258,5446,4258,0.781858245,1
6037121600,1502,3005,3005,3005,1,1
6037123301,1503,4559,4559,4559,1,1
6037122410,1504,3794,3794,3794,1,1
6037122420,1505,5050,5050,5050,1,1
6037123010,1506,4580,4580,4580,1,1
6037123020,1508,2006,3432,2006,0.584498834,1
6037123020,1509,1426,3432,1426,0.415501166,1
6037122000,1511,101,5446,101,0.018545722,1
6037123303,1512,3301,3301,3301,1,1
6037123304,1513,4687,4687,4687,1,1
6037123204,1514,3449,3449,3449,1,1
6037123203,1515,3765,3765,3765,1,1
6037123205,1516,2645,2645,2645,1,1
6037123206,1517,2945,2945,2945,1,1
6037123103,1519,4165,4165,4165,1,1
6037123410,1521,4247,4247,4247,1,1
6037123420,1522,4638,4638,4638,1,1
6037123700,1523,4114,4114,4114,1,1
6037123901,1524,67,4500,67,0.014888889,1
6037123902,1525,1231,2561,5664,0.480671613,0.217337571
6037123901,1525,4433,4500,5664,0.985111111,0.782662429
6037124105,1526,2658,2658,7127,1,0.372947944
6037124104,1526,2439,2439,7127,1,0.342219728
6037124103,1526,2030,2030,7127,1,0.284832328
6037124201,1527,3506,3506,3506,1,1
6037123104,1529,4596,4596,4596,1,1
6037124400,1531,4192,4192,4192,1,1
6037123800,1532,5531,5531,5531,1,1
6037123902,1533,1330,2561,1330,0.519328387,1
6037124102,1535,3549,3549,3549,1,1
6037124203,1538,2748,2748,5819,1,0.47224609
6037124204,1538,3071,3071,5819,1,0.52775391
6037124300,1539,4046,4046,4046,1,1
6037124000,1541,2220,4550,2220,0.487912088,1
6037124903,1543,3262,3262,6028,1,0.54114134
6037124902,1543,2766,2766,6028,1,0.45885866
6037124000,1544,2330,4550,2330,0.512087912,1
6037125100,1545,5431,5431,5431,1,1
6037125200,1546,2299,3524,2299,0.652383655,1
6037125200,1547,1225,3524,1225,0.347616345,1
6037125320,1548,4843,4843,4843,1,1
6037125310,1549,4750,4750,4750,1,1
6037143400,1551,510,5881,510,0.086719946,1
6037143300,1553,2653,5871,2653,0.451882133,1
6037125401,1555,4024,4024,7568,1,0.531712474
6037125402,1555,3544,3544,7568,1,0.468287526
6037125502,1557,3083,3083,6160,1,0.500487013
6037125501,1557,3077,3077,6160,1,0.499512987
6037125600,1559,2657,2657,2657,1,1
6037143400,1562,3251,5881,3251,0.552797143,1
6037143300,1563,3218,5871,3218,0.548117867,1
6037143200,1565,1104,3743,1104,0.294950574,1
6037143200,1566,2639,3743,2639,0.705049426,1
6037143100,1567,1642,3984,1642,0.412148594,1
6037143100,1569,2342,3984,2342,0.587851406,1
6037143500,1581,4708,4708,4708,1,1
6037143602,1583,4260,4260,4260,1,1
6037143604,1585,2907,3205,4983,0.907020281,0.583383504
6037143603,1585,2076,2222,4983,0.934293429,0.416616496
6037143604,1586,298,3205,444,0.092979719,0.671171171
6037143603,1586,146,2222,444,0.065706571,0.328828829
6037189701,1588,505,3942,505,0.12810756,1
6037189701,1589,1505,3942,1505,0.381785895,1
6037143901,1591,4068,4068,4068,1,1
6037143800,1595,2659,4878,2659,0.545100451,1
6037143800,1596,2219,4878,2219,0.454899549,1
6037143700,1599,3748,3748,3748,1,1
6037104201,1601,4780,4780,4780,1,1
6037104204,1602,2859,3375,8069,0.847111111,0.354318999
6037104203,1602,5210,5210,8069,1,0.645681001
6037104204,1603,27,3375,27,0.008,1
6037104103,1605,4085,4085,4085,1,1
6037104124,1606,3652,4175,3652,0.874730539,1
6037103200,1608,1544,6150,1544,0.251056911,1
6037104310,1611,3229,4921,3229,0.656167446,1
6037104320,1612,5998,5998,5998,1,1
6037104105,1613,5379,5412,5379,0.993902439,1
6037104105,1614,33,5412,33,0.006097561,1
6037104108,1615,1294,5256,1304,0.246194825,0.992331288
6037980021,1615,10,33,1304,0.303030303,0.007668712
6037980026,1617,5,20,4083,0.25,0.00122459
6037103200,1617,4078,6150,4083,0.663089431,0.99877541
6037980026,1618,5,20,2675,0.25,0.001869159
6037103101,1618,2670,2670,2675,1,0.998130841
6037101122,1619,2981,3664,2991,0.813591703,0.996656637
6037980026,1619,10,20,2991,0.5,0.003343363
6037104401,1621,1960,3357,5189,0.583854632,0.377722104
6037104403,1621,1379,3282,5189,0.420170628,0.265754481
6037104404,1621,1850,3236,5189,0.571693449,0.356523415
6037104310,1622,1692,4921,4475,0.343832554,0.378100559
6037104401,1622,1397,3357,4475,0.416145368,0.312178771
6037104404,1622,1386,3236,4475,0.428306551,0.30972067
6037104701,1623,4208,4208,4208,1,1
6037104108,1633,3962,5256,3962,0.753805175,1
6037980021,1635,23,33,241,0.696969697,0.095435685
6037103200,1635,218,6150,241,0.035447154,0.904564315
6037103300,1636,649,3819,955,0.169939775,0.679581152
6037103200,1636,306,6150,955,0.049756098,0.320418848
6037103102,1637,4751,4751,4751,1,1
6037101110,1638,4731,4731,4731,1,1
6037101122,1639,683,3664,683,0.186408297,1
6037104822,1641,228,2277,5424,0.100131752,0.042035398
6037104403,1641,1903,3282,5424,0.579829372,0.350848083
6037104500,1641,3293,3293,5424,1,0.607116519
6037104620,1642,3539,3539,3539,1,1
6037104610,1643,3672,3672,3672,1,1
6037104704,1645,2741,4219,2741,0.649680019,1
6037104822,1651,2049,2277,5563,0.899868248,0.368326443
6037104821,1651,3514,3514,5563,1,0.631673557
6037104810,1653,5328,5328,5328,1,1
6037104703,1654,2397,2397,3875,1,0.618580645
6037104704,1654,1478,4219,3875,0.350319981,0.381419355
6037103300,1655,3161,3819,3161,0.827703587,1
6037102107,1656,161,3851,6304,0.041807323,0.02553934
6037103400,1656,6143,6143,6304,1,0.97446066
6037101210,1657,5990,5990,5990,1,1
6037101220,1658,3363,3363,3363,1,1
6037101300,1659,3033,4199,3033,0.722314837,1
6037121210,1661,466,3122,466,0.149263293,1
6037121222,1663,3244,5293,5900,0.612884942,0.549830508
6037121210,1663,2656,3122,5900,0.850736707,0.450169492
6037121102,1664,35,2721,35,0.012862918,1
6037121102,1665,1132,2721,1141,0.416023521,0.992112182
6037103300,1665,9,3819,1141,0.002356638,0.007887818
6037102107,1667,2363,3851,2363,0.613606855,1
6037101400,1668,3903,3903,3903,1,1
6037101300,1669,1166,4199,1166,0.277685163,1
6037121222,1672,2047,5293,2047,0.3867372,1
6037121222,1673,2,5293,2,0.000377858,1
6037121101,1675,1266,2932,2820,0.431787176,0.44893617
6037121102,1675,1554,2721,2820,0.571113561,0.55106383
6037121101,1676,1666,2932,2072,0.568212824,0.804054054
6037102103,1676,158,1740,2072,0.090804598,0.076254826
6037102107,1676,248,3851,2072,0.064398857,0.11969112
6037102103,1677,1573,1740,5221,0.904022989,0.301283279
6037102104,1677,3648,3648,5221,1,0.698716721
6037102103,1678,9,1740,1073,0.005172414,0.008387698
6037102107,1678,1064,3851,1073,0.276291872,0.991612302
6037102107,1679,15,3851,15,0.003895092,1
6037121010,1681,2867,4989,2867,0.574664261,1
6037121221,1682,2365,2365,2365,1,1
6037121801,1684,3942,3942,7467,1,0.527922861
6037121802,1684,3525,3525,7467,1,0.472077139
6037121900,1685,4110,4110,4110,1,1
6037122122,1687,2257,2439,5090,0.925379254,0.443418468
6037122121,1687,2833,2833,5090,1,0.556581532
6037122122,1689,182,2439,436,0.074620746,0.417431193
6037122200,1689,254,4141,436,0.061337841,0.582568807
6037121010,1691,2122,4989,2122,0.425335739,1
6037121020,1693,3741,3741,3741,1,1
6037122120,1695,5000,5000,5000,1,1
6037122200,1698,3887,4141,3887,0.938662159,1
6037102105,1699,1731,1731,1731,1,1
6037920303,1701,1,1446,10906,0.000691563,9.17E-05
6037108102,1701,459,3430,10906,0.133819242,0.042086925
6037108202,1701,4895,4895,10906,1,0.448835503
6037108201,1701,5551,5551,10906,1,0.508985879
6037108104,1703,1698,1698,1698,1,1
6037106603,1705,2979,2979,2979,1,1
6037106641,1707,2317,2317,2317,1,1
6037980022,1708,4,4,5055,1,0.000791296
6037106645,1708,3197,3389,5055,0.94334612,0.632443126
6037106646,1708,1854,3237,5055,0.572752549,0.366765579
6037109200,1709,604,2669,604,0.226301986,1
6037108102,1712,2971,3430,2971,0.866180758,1
6037108101,1713,2230,2230,2230,1,1
6037108103,1714,3256,3256,3256,1,1
6037106643,1715,4198,4320,4198,0.971759259,1
6037106642,1716,3046,3236,3046,0.941285538,1
6037109300,1717,5,3085,1560,0.001620746,0.003205128
6037106645,1717,192,3389,1560,0.05665388,0.123076923
6037106646,1717,1363,3237,1560,0.421068891,0.873717949
6037109300,1718,955,3085,2880,0.309562399,0.331597222
6037109200,1718,1925,2669,2880,0.721243912,0.668402778
6037109200,1719,140,2669,140,0.052454103,1
6037113211,1721,3787,3787,3787,1,1
6037113212,1722,3069,3069,3069,1,1
6037113101,1723,3558,3558,4760,1,0.747478992
6037113102,1723,1202,2828,4760,0.425035361,0.252521008
6037113102,1725,1626,2828,1626,0.574964639,1
6037111204,1727,4820,5859,4820,0.822665984,1
6037111206,1728,3120,4490,3120,0.694877506,1
6037111201,1729,2303,3410,2615,0.675366569,0.880688337
6037106643,1729,122,4320,2615,0.028240741,0.04665392
6037106642,1729,190,3236,2615,0.058714462,0.072657744
6037111202,1735,5213,5213,5213,1,1
6037111201,1737,1107,3410,4109,0.324633431,0.269408615
6037111100,1737,2982,2982,4109,1,0.72572402
6037106646,1737,20,3237,4109,0.00617856,0.004867364
6037109300,1738,2125,3085,2125,0.688816856,1
6037109700,1739,823,4493,823,0.183173826,1
6037111206,1743,1370,4490,1370,0.305122494,1
6037111301,1745,7087,7087,7087,1,1
6037111400,1747,5271,7560,5271,0.697222222,1
6037109700,1749,3670,4493,3670,0.816826174,1
6037113213,1751,4316,4316,4316,1,1
6037113321,1752,5473,5473,5473,1,1
6037113322,1753,2578,3947,2578,0.653154294,1
6037111205,1754,2339,3375,2339,0.693037037,1
6037111205,1755,1036,3375,1226,0.306962963,0.84502447
6037115103,1755,190,2776,1226,0.068443804,0.15497553
6037111302,1756,4786,4786,4786,1,1
6037111400,1757,2289,7560,2289,0.302777778,1
6037109800,1758,2303,4565,2303,0.50449069,1
6037109800,1759,2262,4565,2262,0.49550931,1
6037113237,1761,2552,3661,2552,0.697077301,1
6037113303,1762,2355,4006,2355,0.587868198,1
6037113322,1763,1369,3947,1369,0.346845706,1
6037113301,1764,2201,2201,2201,1,1
6037111204,1765,1039,5859,1039,0.177334016,1
6037115301,1766,1700,4156,1700,0.409047161,1
6037115201,1767,6437,6437,6511,1,0.988634618
6037115103,1767,74,2776,6511,0.026657061,0.011365382
6037115101,1768,1648,5046,1648,0.326595323,1
6037113303,1771,135,4006,135,0.033699451,1
6037113303,1772,1516,4006,1516,0.378432351,1
6037115103,1774,2512,2776,2512,0.904899135,1
6037115101,1775,1739,5046,1739,0.344629409,1
6037117302,1776,3210,4914,3210,0.653235653,1
6037117301,1777,3851,3851,3851,1,1
6037117202,1778,28,2471,28,0.011331445,1
6037117202,1779,2443,2471,2443,0.988668555,1
6037113421,1781,6109,6109,6109,1,1
6037113401,1782,1077,5543,1077,0.194299116,1
6037115301,1783,2456,4156,2456,0.590952839,1
6037115202,1785,4828,4828,4828,1,1
6037115104,1787,4444,4444,4444,1,1
6037115101,1788,1659,5046,1659,0.328775268,1
6037113422,1791,6057,6057,6057,1,1
6037113401,1792,4466,5543,4466,0.805700884,1
6037115302,1793,4351,4351,4351,1,1
6037115404,1794,2913,2913,6101,1,0.477462711
6037115403,1794,3188,3188,6101,1,0.522537289
6037115401,1795,5776,5776,5776,1,1
6037117302,1796,1704,4914,1704,0.346764347,1
6037117303,1797,3512,3512,3512,1,1
6037117404,1798,2224,4279,2224,0.519747605,1
6037117404,1799,2055,4279,2055,0.480252395,1
6037240300,1801,4968,5691,6386,0.872957301,0.777951769
6037240401,1801,1418,5383,6386,0.263421884,0.222048231
6037240300,1802,723,5691,6123,0.127042699,0.118079373
6037240200,1802,5252,5252,6123,1,0.857749469
6037238320,1802,6,3787,6123,0.001584368,0.000979912
6037240401,1802,142,5383,6123,0.026379342,0.023191246
6037240010,1803,873,3673,873,0.23768037,1
6037240010,1804,2800,3673,2800,0.76231963,1
6037240020,1805,1989,5055,1989,0.39347181,1
6037240020,1806,3066,5055,3066,0.60652819,1
6037240401,1821,3268,5383,6188,0.607096415,0.52811894
6037240402,1821,2920,3854,6188,0.757654385,0.47188106
6037240500,1822,5655,5655,7144,1,0.791573348
